Equipment_ID,Type,Model,Manufacture_Year,Customer_ID,CheckOut_Date,Planned_Return_Date,CheckIn_Date,Rental_Status,Operating_Hours,Idle_Hours,Fuel_Consumed_Liters,Fuel_Efficiency_L_per_hr,Distance_Traveled_km,Load_Cycles,GPS_Location,Maintenance_Flag,Breakdowns,Engine_Temp_Max,Hydraulic_Pressure_Max,Rental_Cost_USD,Overdue_Fine_USD,Total_Bill_USD
EQ3977,DumpTruck,775G,2018,CUST433,2025-03-29,2025-04-11,2025-04-12,Overdue,118,19,1497.61,12.69,472,328,Site_B,Yes,2,94,360,7644,100,7744
EQ3978,Crane,320C,2023,CUST292,2025-03-05,2025-03-12,2025-03-13,Overdue,41,16,501.03,12.22,0,0,Site_E,No,0,91,358,2730,100,2830
EQ3979,Excavator,320D2,2019,CUST178,2025-02-24,2025-03-03,2025-03-03,Closed,52,16,686.15,13.2,0,0,Site_A,No,0,87,351,2534,0,2534
EQ3980,Bulldozer,D6R2,2019,CUST168,2025-01-12,2025-01-20,2025-01-20,Closed,66,17,805.12,12.2,0,0,Site_A,Yes,0,100,311,3544,0,3544
EQ3981,Crane,330C,2022,CUST440,2025-04-24,2025-05-02,2025-05-02,Closed,39,15,513.01,13.15,0,0,Site_D,Yes,2,93,306,3352,0,3352
EQ3982,Bulldozer,D6R2,2023,CUST419,2025-04-25,2025-05-06,2025-05-06,Closed,82,16,1013.3,12.36,0,0,Site_F,No,0,95,350,4708,0,4708
EQ3983,Excavator,320D2,2022,CUST318,2025-02-12,2025-02-19,2025-02-19,Closed,57,6,680.27,11.93,0,0,Site_B,No,0,96,311,2681,0,2681
EQ3984,Crane,320C,2022,CUST411,2025-02-16,2025-02-22,2025-02-22,Closed,52,5,656.49,12.62,0,0,Site_A,No,1,87,311,3396,0,3396
EQ3985,Bulldozer,D8T,2020,CUST463,2025-02-13,2025-02-19,2025-02-19,Closed,36,6,426.94,11.86,0,0,Site_A,No,0,92,339,3036,0,3036
EQ3986,Crane,320C,2022,CUST366,2025-03-12,2025-03-15,2025-03-15,Closed,15,13,186.84,12.46,0,0,Site_D,Yes,0,95,363,1707,0,1707
EQ3987,Crane,330C,2021,CUST487,2025-04-16,2025-04-21,2025-04-22,Overdue,57,3,737.17,12.93,0,0,Site_A,No,0,98,329,1970,100,2070
EQ3988,Loader,980M,2023,CUST068,2025-02-25,2025-03-09,2025-03-09,Closed,77,23,960.59,12.48,192,173,Site_C,No,0,92,302,6780,0,6780
EQ3989,DumpTruck,773G,2023,CUST211,2025-04-24,2025-04-28,2025-04-28,Closed,34,1,411.07,12.09,151,34,Site_B,Yes,0,96,355,1640,0,1640
EQ3990,Crane,320C,2018,CUST448,2025-01-21,2025-02-03,2025-02-03,Closed,84,20,969.67,11.54,0,0,Site_A,No,0,98,309,5590,0,5590
EQ3991,Excavator,336D2,2019,CUST029,2025-02-22,2025-02-25,2025-02-25,Closed,20,0,239.81,11.99,0,0,Site_C,No,0,96,353,1506,0,1506
EQ3992,DumpTruck,775G,2018,CUST157,2025-02-21,2025-03-03,2025-03-03,Closed,59,35,679.25,11.51,203,120,Site_B,Yes,0,98,303,5830,0,5830
EQ3993,Loader,950GC,2023,CUST392,2025-01-29,2025-02-10,2025-02-08,Closed,96,24,1120.35,11.67,344,226,Site_E,Yes,0,88,305,4440,0,4440
EQ3994,Crane,330C,2023,CUST050,2025-04-27,2025-05-05,2025-05-05,Closed,71,9,957.32,13.48,0,0,Site_A,Yes,0,89,362,4496,0,4496
EQ3995,Loader,980M,2022,CUST286,2025-01-29,2025-02-06,2025-02-06,Closed,74,11,885.66,11.97,355,114,Site_A,Yes,0,86,335,4432,0,4432
EQ3996,DumpTruck,777G,2018,CUST198,2025-04-06,2025-04-11,2025-04-11,Closed,30,10,377.35,12.58,101,44,Site_B,Yes,0,98,365,2355,0,2355
EQ3997,Loader,980M,2020,CUST046,2025-01-16,2025-01-20,2025-01-20,Closed,40,6,479.85,12.0,117,107,Site_E,No,0,98,305,1756,0,1756
EQ3998,Excavator,323D3,2022,CUST196,2025-03-09,2025-03-12,2025-03-12,Closed,10,4,133.33,13.33,0,0,Site_C,No,1,90,348,1416,0,1416
EQ3999,Bulldozer,D8T,2018,CUST007,2025-04-22,2025-04-30,2025-04-30,Closed,53,13,699.57,13.2,0,0,Site_D,Yes,0,100,320,4480,0,4480
EQ4000,Excavator,323D3,2023,CUST284,2025-03-01,2025-03-05,2025-03-06,Overdue,13,1,175.47,13.5,0,0,Site_A,No,0,99,319,2044,100,2144
EQ4001,Bulldozer,D7R2,2019,CUST181,2025-03-25,2025-04-04,2025-04-04,Closed,66,20,828.48,12.55,0,0,Site_D,No,0,85,359,4820,0,4820
EQ4002,Bulldozer,D8T,2023,CUST365,2025-04-20,2025-04-28,2025-04-28,Closed,57,17,762.3,13.37,0,0,Site_A,Yes,0,86,351,4032,0,4032
EQ4003,DumpTruck,777G,2022,CUST300,2025-03-05,2025-03-15,2025-03-15,Closed,72,23,969.36,13.46,177,114,Site_F,No,0,88,332,4380,0,4380
EQ4004,Crane,350C,2022,CUST105,2025-02-01,2025-02-11,2025-02-11,Closed,90,15,1091.03,12.12,0,0,Site_D,No,0,87,333,4490,0,4490
EQ4005,DumpTruck,775G,2022,CUST019,2025-02-04,2025-02-08,2025-02-08,Closed,10,18,132.81,13.28,36,28,Site_D,No,0,98,357,1780,0,1780
EQ4006,Excavator,323D3,2020,CUST391,2025-03-11,2025-03-23,2025-03-23,Closed,109,33,1403.34,12.87,0,0,Site_D,Yes,0,87,354,5124,0,5124
EQ4007,Crane,330C,2018,CUST180,2025-02-17,2025-02-20,2025-02-21,Overdue,18,16,242.7,13.48,0,0,Site_F,No,0,97,326,1281,100,1381
EQ4008,Bulldozer,D6R2,2022,CUST025,2025-03-19,2025-04-02,2025-04-03,Overdue,104,23,1233.23,11.86,0,0,Site_F,No,0,91,318,4956,100,5056
EQ4009,Excavator,320D2,2020,CUST271,2025-02-11,2025-02-21,2025-02-21,Closed,68,19,885.99,13.03,0,0,Site_C,No,0,95,327,4110,0,4110
EQ4010,DumpTruck,777G,2021,CUST247,2025-01-20,2025-01-29,2025-01-29,Closed,40,22,494.86,12.37,180,85,Site_B,Yes,0,91,312,4014,0,4014
EQ4011,DumpTruck,777G,2022,CUST247,2025-03-05,2025-03-08,2025-03-08,Closed,18,5,210.34,11.69,51,21,Site_A,Yes,1,98,313,1335,0,1335
EQ4012,Crane,350C,2021,CUST345,2025-03-27,2025-03-31,2025-03-29,Closed,37,14,493.84,13.35,0,0,Site_B,Yes,1,88,318,1668,0,1668
EQ4013,Excavator,320D2,2020,CUST490,2025-01-06,2025-01-17,2025-01-18,Overdue,80,27,1021.2,12.77,0,0,Site_C,No,1,95,303,5698,100,5798
EQ4014,Excavator,336D2,2020,CUST303,2025-03-19,2025-03-28,2025-03-28,Closed,56,14,711.23,12.7,0,0,Site_A,Yes,0,91,363,4068,0,4068
EQ4015,DumpTruck,773G,2022,CUST262,2025-03-14,2025-03-26,2025-03-26,Closed,95,26,1242.83,13.08,395,263,Site_D,Yes,0,94,348,4488,0,4488
EQ4016,DumpTruck,773G,2018,CUST104,2025-04-20,2025-04-25,2025-04-24,Closed,43,12,536.26,12.47,127,101,Site_C,Yes,0,92,307,1785,0,1785
EQ4017,Excavator,323D3,2018,CUST150,2025-01-21,2025-02-01,2025-01-30,Closed,84,20,1021.43,12.16,0,0,Site_B,No,0,90,339,5588,0,5588
EQ4018,Bulldozer,D6R2,2021,CUST355,2025-02-12,2025-02-19,2025-02-19,Closed,48,18,641.05,13.36,0,0,Site_F,No,0,88,356,3465,0,3465
EQ4019,Loader,980M,2021,CUST161,2025-03-12,2025-03-22,2025-03-22,Closed,86,25,1129.42,13.13,246,254,Site_C,No,0,97,319,4810,0,4810
EQ4020,Loader,966GC,2023,CUST100,2025-03-27,2025-04-07,2025-04-06,Closed,91,22,1151.32,12.65,443,158,Site_C,Yes,0,97,320,4257,0,4257
EQ4021,Crane,320C,2021,CUST399,2025-01-21,2025-02-03,2025-02-04,Overdue,88,25,1079.67,12.27,0,0,Site_C,No,1,86,300,5096,100,5196
EQ4022,Bulldozer,D6R2,2018,CUST067,2025-02-20,2025-02-28,2025-02-28,Closed,47,14,584.98,12.45,0,0,Site_B,No,0,86,347,3576,0,3576
EQ4023,DumpTruck,775G,2018,CUST095,2025-04-29,2025-05-07,2025-05-07,Closed,61,11,793.83,13.01,135,164,Site_C,Yes,1,96,366,3952,0,3952
EQ4024,Excavator,336D2,2018,CUST473,2025-03-28,2025-04-08,2025-04-08,Closed,92,20,1135.9,12.35,0,0,Site_E,Yes,0,85,343,4037,0,4037
EQ4025,DumpTruck,775G,2021,CUST023,2025-02-27,2025-03-03,2025-03-02,Closed,24,5,297.22,12.38,107,59,Site_F,Yes,1,90,327,1992,0,1992
EQ4026,Bulldozer,D7R2,2022,CUST284,2025-01-13,2025-01-19,2025-01-19,Closed,51,4,649.39,12.73,0,0,Site_C,No,0,100,304,2994,0,2994
EQ4027,Loader,966GC,2019,CUST214,2025-03-12,2025-03-18,2025-03-18,Closed,45,5,578.29,12.85,175,77,Site_A,No,0,89,360,2700,0,2700
EQ4028,Loader,966GC,2022,CUST415,2025-04-16,2025-04-27,2025-04-27,Closed,83,30,1036.65,12.49,254,134,Site_C,No,0,94,319,3883,0,3883
EQ4029,Bulldozer,D6R2,2020,CUST356,2025-02-17,2025-02-26,2025-02-26,Closed,67,25,806.57,12.04,0,0,Site_E,Yes,0,93,368,4401,0,4401
EQ4030,DumpTruck,773G,2023,CUST037,2025-01-24,2025-02-03,2025-02-03,Closed,67,13,856.05,12.78,176,191,Site_B,No,0,92,359,3690,0,3690
EQ4031,Crane,330C,2018,CUST116,2025-04-02,2025-04-06,2025-04-06,Closed,23,13,276.13,12.01,0,0,Site_A,Yes,1,86,319,1788,0,1788
EQ4032,DumpTruck,777G,2022,CUST416,2025-03-07,2025-03-19,2025-03-17,Closed,89,21,1106.32,12.43,296,222,Site_A,No,0,88,331,6252,0,6252
EQ4033,Loader,966GC,2018,CUST197,2025-04-20,2025-04-24,2025-04-24,Closed,23,8,268.52,11.67,104,43,Site_A,Yes,0,93,358,2352,0,2352
EQ4034,Excavator,323D3,2022,CUST427,2025-04-24,2025-05-06,2025-05-04,Closed,84,21,1090.9,12.99,0,0,Site_F,Yes,0,88,316,6444,0,6444
EQ4035,Crane,330C,2023,CUST347,2025-04-12,2025-04-23,2025-04-23,Closed,77,18,1006.08,13.07,0,0,Site_E,Yes,0,94,362,4994,0,4994
EQ4036,Loader,980M,2023,CUST398,2025-02-28,2025-03-05,2025-03-06,Overdue,28,18,374.66,13.38,120,82,Site_B,No,1,87,305,2030,100,2130
EQ4037,Crane,320C,2020,CUST048,2025-02-24,2025-03-10,2025-03-11,Overdue,108,30,1412.14,13.08,0,0,Site_B,Yes,0,88,314,8274,100,8374
EQ4038,Loader,980M,2018,CUST160,2025-01-20,2025-01-23,2025-01-23,Closed,25,8,312.27,12.49,93,66,Site_A,No,0,87,329,1170,0,1170
EQ4039,Crane,350C,2018,CUST228,2025-02-27,2025-03-13,2025-03-13,Closed,92,27,1175.19,12.77,0,0,Site_E,Yes,1,94,339,6510,0,6510
EQ4040,Excavator,323D3,2020,CUST213,2025-02-17,2025-02-22,2025-02-22,Closed,25,6,328.3,13.13,0,0,Site_A,No,2,86,349,2330,0,2330
EQ4041,Excavator,336D2,2023,CUST419,2025-03-08,2025-03-22,2025-03-22,Closed,101,21,1192.07,11.8,0,0,Site_E,No,1,91,308,4970,0,4970
EQ4042,Bulldozer,D6R2,2020,CUST415,2025-01-20,2025-01-31,2025-01-31,Closed,101,23,1227.64,12.15,0,0,Site_C,No,1,93,340,5181,0,5181
EQ4043,Bulldozer,D6R2,2021,CUST168,2025-03-13,2025-03-23,2025-03-23,Closed,60,15,779.01,12.98,0,0,Site_F,No,0,93,306,4660,0,4660
EQ4044,Crane,320C,2019,CUST110,2025-01-06,2025-01-09,2025-01-09,Closed,17,5,204.12,12.01,0,0,Site_D,No,0,93,367,1395,0,1395
EQ4045,Excavator,323D3,2019,CUST127,2025-02-19,2025-02-27,2025-02-27,Closed,52,8,607.97,11.69,0,0,Site_E,Yes,0,92,350,4328,0,4328
EQ4046,Loader,966GC,2018,CUST096,2025-02-26,2025-03-09,2025-03-09,Closed,61,18,740.03,12.13,159,111,Site_F,No,0,94,309,3861,0,3861
EQ4047,DumpTruck,773G,2019,CUST086,2025-03-01,2025-03-09,2025-03-08,Closed,61,20,812.8,13.32,147,82,Site_D,No,0,96,329,4720,0,4720
EQ4048,Excavator,323D3,2023,CUST285,2025-03-08,2025-03-22,2025-03-22,Closed,105,26,1245.92,11.87,0,0,Site_A,No,0,100,350,5754,0,5754
EQ4049,Excavator,323D3,2018,CUST042,2025-03-10,2025-03-24,2025-03-24,Closed,99,30,1332.55,13.46,0,0,Site_A,No,0,95,337,6356,0,6356
EQ4050,Excavator,320D2,2020,CUST116,2025-01-07,2025-01-14,2025-01-14,Closed,50,16,576.85,11.54,0,0,Site_D,Yes,0,97,336,2485,0,2485
EQ4051,Excavator,336D2,2021,CUST149,2025-04-22,2025-05-05,2025-05-05,Closed,94,28,1238.73,13.18,0,0,Site_E,No,2,99,338,7462,0,7462
EQ4052,Loader,966GC,2023,CUST326,2025-03-31,2025-04-05,2025-04-05,Closed,44,12,589.88,13.41,189,61,Site_E,No,2,93,366,1835,0,1835
EQ4053,DumpTruck,773G,2023,CUST127,2025-03-14,2025-03-22,2025-03-22,Closed,74,25,916.5,12.39,366,82,Site_D,Yes,0,85,306,4680,0,4680
EQ4054,DumpTruck,775G,2018,CUST386,2025-03-05,2025-03-15,2025-03-15,Closed,62,23,761.78,12.29,300,156,Site_A,No,0,100,328,5170,0,5170
EQ4055,DumpTruck,775G,2022,CUST465,2025-02-21,2025-02-27,2025-02-27,Closed,48,14,575.48,11.99,191,57,Site_C,Yes,0,91,304,2778,0,2778
EQ4056,Loader,950GC,2018,CUST477,2025-04-21,2025-04-25,2025-04-25,Closed,29,6,362.38,12.5,127,67,Site_A,No,0,88,354,2252,0,2252
EQ4057,Excavator,320D2,2020,CUST316,2025-03-28,2025-04-02,2025-04-02,Closed,22,12,288.88,13.13,0,0,Site_A,Yes,0,87,334,2115,0,2115
EQ4058,Crane,320C,2020,CUST172,2025-01-18,2025-01-24,2025-01-24,Closed,37,1,467.64,12.64,0,0,Site_E,No,0,99,335,2448,0,2448
EQ4059,Bulldozer,D6R2,2023,CUST339,2025-02-06,2025-02-11,2025-02-11,Closed,25,1,319.29,12.77,0,0,Site_E,No,1,98,343,2225,0,2225
EQ4060,Bulldozer,D6R2,2022,CUST056,2025-03-13,2025-03-22,2025-03-22,Closed,81,18,1070.59,13.22,0,0,Site_D,Yes,0,91,329,3978,0,3978
EQ4061,Bulldozer,D6R2,2018,CUST160,2025-01-22,2025-02-03,2025-02-04,Overdue,89,24,1024.27,11.51,0,0,Site_E,Yes,1,97,351,7200,100,7300
EQ4062,Crane,320C,2023,CUST198,2025-04-25,2025-05-03,2025-05-03,Closed,45,21,607.09,13.49,0,0,Site_F,Yes,0,100,358,3280,0,3280
EQ4063,Excavator,336D2,2019,CUST493,2025-04-07,2025-04-13,2025-04-13,Closed,35,9,471.21,13.46,0,0,Site_E,No,0,98,319,2514,0,2514
EQ4064,Loader,966GC,2023,CUST371,2025-02-14,2025-02-26,2025-02-27,Overdue,84,27,1023.7,12.19,359,111,Site_B,Yes,0,96,367,5352,100,5452
EQ4065,Crane,350C,2019,CUST428,2025-01-18,2025-01-23,2025-01-21,Closed,22,8,274.87,12.49,0,0,Site_E,Yes,0,100,349,2455,0,2455
EQ4066,DumpTruck,777G,2018,CUST134,2025-02-06,2025-02-20,2025-02-20,Closed,93,22,1231.07,13.24,389,103,Site_F,Yes,0,92,335,6958,0,6958
EQ4067,Bulldozer,D6R2,2021,CUST470,2025-03-10,2025-03-20,2025-03-18,Closed,71,26,864.26,12.17,0,0,Site_E,No,1,99,304,4600,0,4600
EQ4068,Excavator,336D2,2020,CUST287,2025-02-06,2025-02-16,2025-02-16,Closed,74,13,897.52,12.13,0,0,Site_F,Yes,2,100,329,5610,0,5610
EQ4069,Crane,330C,2022,CUST065,2025-01-30,2025-02-03,2025-02-02,Closed,56,9,750.32,13.4,0,0,Site_A,Yes,0,97,317,1744,0,1744
EQ4070,Excavator,336D2,2023,CUST416,2025-04-15,2025-04-29,2025-04-29,Closed,92,32,1092.46,11.87,0,0,Site_E,Yes,0,96,333,6300,0,6300
EQ4071,Crane,330C,2019,CUST420,2025-02-08,2025-02-22,2025-02-22,Closed,101,24,1243.68,12.31,0,0,Site_E,No,0,85,313,8260,0,8260
EQ4072,Crane,350C,2023,CUST331,2025-04-01,2025-04-15,2025-04-15,Closed,116,34,1549.84,13.36,0,0,Site_C,No,0,100,300,7924,0,7924
EQ4073,Bulldozer,D8T,2023,CUST122,2025-01-24,2025-01-29,2025-01-29,Closed,35,0,418.86,11.97,0,0,Site_C,Yes,0,100,312,2675,0,2675
EQ4074,Loader,966GC,2021,CUST489,2025-01-08,2025-01-17,2025-01-17,Closed,49,11,571.44,11.66,164,116,Site_F,Yes,0,96,341,3438,0,3438
EQ4075,Loader,980M,2018,CUST169,2025-01-27,2025-01-30,2025-01-28,Closed,10,7,130.29,13.03,29,15,Site_A,Yes,0,97,306,1053,0,1053
EQ4076,Excavator,323D3,2018,CUST402,2025-04-27,2025-04-30,2025-04-29,Closed,20,13,268.62,13.43,0,0,Site_A,Yes,0,87,341,1374,0,1374
EQ4077,Excavator,336D2,2018,CUST434,2025-02-20,2025-02-26,2025-02-26,Closed,53,12,701.37,13.23,0,0,Site_E,No,0,91,333,3306,0,3306
EQ4078,Crane,350C,2022,CUST321,2025-04-20,2025-05-01,2025-05-02,Overdue,70,9,900.29,12.86,0,0,Site_E,Yes,1,89,311,6248,100,6348
EQ4079,Bulldozer,D6R2,2018,CUST345,2025-04-21,2025-04-24,2025-04-24,Closed,32,4,402.22,12.57,0,0,Site_F,Yes,0,91,367,1704,0,1704
EQ4080,Crane,350C,2021,CUST427,2025-03-29,2025-04-11,2025-04-11,Closed,92,21,1080.18,11.74,0,0,Site_E,Yes,0,97,361,4966,0,4966
EQ4081,Bulldozer,D8T,2019,CUST038,2025-04-08,2025-04-16,2025-04-16,Closed,68,18,876.67,12.89,0,0,Site_A,No,0,93,367,3048,0,3048
EQ4082,DumpTruck,777G,2021,CUST486,2025-01-03,2025-01-17,2025-01-17,Closed,87,25,1128.58,12.97,225,132,Site_F,Yes,0,98,346,8372,0,8372
EQ4083,Crane,350C,2021,CUST036,2025-01-17,2025-01-28,2025-01-29,Overdue,88,23,1098.9,12.49,0,0,Site_E,Yes,0,89,309,6017,100,6117
EQ4084,Loader,980M,2019,CUST450,2025-01-24,2025-02-04,2025-02-04,Closed,75,11,862.72,11.5,352,117,Site_B,Yes,0,98,327,5962,0,5962
EQ4085,Excavator,323D3,2023,CUST204,2025-03-17,2025-03-30,2025-03-30,Closed,99,12,1334.97,13.48,0,0,Site_C,Yes,0,100,349,4758,0,4758
EQ4086,Bulldozer,D6R2,2019,CUST098,2025-03-05,2025-03-18,2025-03-18,Closed,103,24,1318.05,12.8,0,0,Site_D,No,1,88,355,6565,0,6565
EQ4087,Bulldozer,D7R2,2022,CUST097,2025-01-06,2025-01-11,2025-01-11,Closed,46,13,611.69,13.3,0,0,Site_C,Yes,0,98,359,2305,0,2305
EQ4088,Crane,320C,2019,CUST076,2025-02-24,2025-03-08,2025-03-08,Closed,94,22,1094.13,11.64,0,0,Site_B,Yes,0,92,322,7200,0,7200
EQ4089,Crane,320C,2022,CUST077,2025-01-08,2025-01-14,2025-01-15,Overdue,29,13,389.44,13.43,0,0,Site_F,No,0,99,313,2364,100,2464
EQ4090,DumpTruck,777G,2019,CUST237,2025-01-11,2025-01-15,2025-01-15,Closed,20,14,255.55,12.78,67,22,Site_E,No,0,95,321,2356,0,2356
EQ4091,Bulldozer,D7R2,2019,CUST465,2025-02-14,2025-02-24,2025-02-26,Overdue,89,22,1101.47,12.38,0,0,Site_E,No,0,93,333,4270,200,4470
EQ4092,Loader,966GC,2019,CUST411,2025-03-02,2025-03-12,2025-03-11,Closed,64,16,813.59,12.71,150,178,Site_F,No,0,98,364,3780,0,3780
EQ4093,Excavator,320D2,2020,CUST401,2025-04-22,2025-04-30,2025-04-30,Closed,47,9,570.82,12.15,0,0,Site_B,Yes,0,86,354,3320,0,3320
EQ4094,Excavator,323D3,2023,CUST267,2025-01-29,2025-02-09,2025-02-10,Overdue,69,16,879.96,12.75,0,0,Site_A,No,0,100,361,4081,100,4181
EQ4095,Crane,330C,2023,CUST179,2025-03-10,2025-03-16,2025-03-16,Closed,53,24,713.98,13.47,0,0,Site_E,Yes,0,97,321,3294,0,3294
EQ4096,DumpTruck,777G,2021,CUST476,2025-02-17,2025-03-02,2025-03-02,Closed,96,17,1167.52,12.16,376,228,Site_E,Yes,0,90,345,6461,0,6461
EQ4097,Excavator,323D3,2019,CUST009,2025-03-28,2025-04-01,2025-04-01,Closed,45,6,580.8,12.91,0,0,Site_F,No,0,97,330,1876,0,1876
EQ4098,Bulldozer,D6R2,2021,CUST092,2025-02-13,2025-02-24,2025-02-24,Closed,83,20,1105.27,13.32,0,0,Site_F,No,0,97,302,4455,0,4455
EQ4099,Bulldozer,D6R2,2020,CUST261,2025-03-26,2025-03-29,2025-03-30,Overdue,22,0,257.87,11.72,0,0,Site_C,Yes,0,85,322,1527,100,1627
EQ4100,Crane,330C,2023,CUST318,2025-01-18,2025-01-31,2025-01-31,Closed,80,29,1008.02,12.6,0,0,Site_E,No,0,99,329,6942,0,6942
EQ4101,DumpTruck,777G,2019,CUST309,2025-04-11,2025-04-20,2025-04-20,Closed,69,18,930.01,13.48,159,184,Site_C,No,0,95,344,3303,0,3303
EQ4102,Loader,980M,2019,CUST131,2025-02-10,2025-02-17,2025-02-17,Closed,37,12,467.88,12.65,134,51,Site_F,No,0,93,310,2576,0,2576
EQ4103,Excavator,336D2,2023,CUST111,2025-04-11,2025-04-16,2025-04-16,Closed,23,7,302.03,13.13,0,0,Site_D,No,0,85,327,2655,0,2655
EQ4104,Loader,966GC,2019,CUST493,2025-02-12,2025-02-24,2025-02-24,Closed,93,31,1188.09,12.78,391,118,Site_C,No,0,99,355,4512,0,4512
EQ4105,Excavator,320D2,2020,CUST486,2025-02-08,2025-02-19,2025-02-19,Closed,73,24,982.46,13.46,0,0,Site_E,No,0,90,326,4433,0,4433
EQ4106,Excavator,320D2,2022,CUST022,2025-04-15,2025-04-26,2025-04-26,Closed,88,19,1095.99,12.45,0,0,Site_C,No,1,92,304,5940,0,5940
EQ4107,Loader,980M,2019,CUST296,2025-03-24,2025-04-05,2025-04-04,Closed,83,25,1048.32,12.63,373,119,Site_B,No,1,89,365,5628,0,5628
EQ4108,Bulldozer,D6R2,2018,CUST021,2025-01-20,2025-01-29,2025-01-29,Closed,63,17,763.66,12.12,0,0,Site_D,Yes,1,87,321,4608,0,4608
EQ4109,DumpTruck,773G,2023,CUST219,2025-01-23,2025-01-27,2025-01-27,Closed,39,15,502.13,12.88,82,61,Site_C,No,1,96,319,1588,0,1588
EQ4110,Excavator,336D2,2019,CUST004,2025-02-01,2025-02-07,2025-02-05,Closed,52,15,639.27,12.29,0,0,Site_A,No,1,85,370,2550,0,2550
EQ4111,Bulldozer,D8T,2021,CUST130,2025-04-23,2025-05-04,2025-05-04,Closed,79,18,1047.39,13.26,0,0,Site_F,Yes,0,98,320,5225,0,5225
EQ4112,Loader,980M,2021,CUST391,2025-03-27,2025-03-30,2025-03-30,Closed,10,6,132.37,13.24,45,26,Site_B,No,0,95,308,1170,0,1170
EQ4113,Loader,980M,2023,CUST168,2025-04-17,2025-04-21,2025-04-21,Closed,35,7,464.05,13.26,157,76,Site_C,No,0,87,302,1416,0,1416
EQ4114,Crane,320C,2018,CUST263,2025-03-20,2025-03-28,2025-03-28,Closed,63,17,832.25,13.21,0,0,Site_A,No,0,93,316,3056,0,3056
EQ4115,DumpTruck,773G,2019,CUST354,2025-01-30,2025-02-03,2025-02-03,Closed,13,0,169.46,13.04,54,18,Site_A,Yes,0,91,353,1408,0,1408
EQ4116,DumpTruck,773G,2019,CUST124,2025-04-15,2025-04-27,2025-04-27,Closed,78,31,1027.35,13.17,384,172,Site_C,Yes,0,89,367,4908,0,4908
EQ4117,Excavator,323D3,2019,CUST343,2025-01-18,2025-02-01,2025-02-01,Closed,100,23,1183.84,11.84,0,0,Site_C,Yes,0,93,325,6524,0,6524
EQ4118,Crane,320C,2022,CUST059,2025-03-09,2025-03-20,2025-03-20,Closed,79,18,967.31,12.24,0,0,Site_D,Yes,1,85,314,6303,0,6303
EQ4119,DumpTruck,777G,2021,CUST114,2025-04-27,2025-05-02,2025-05-02,Closed,47,13,555.59,11.82,157,116,Site_A,No,0,98,349,2820,0,2820
EQ4120,Loader,966GC,2023,CUST347,2025-01-05,2025-01-18,2025-01-18,Closed,98,28,1205.32,12.3,310,206,Site_C,Yes,0,92,326,7397,0,7397
EQ4121,Excavator,336D2,2020,CUST143,2025-01-14,2025-01-28,2025-01-28,Closed,110,24,1382.62,12.57,0,0,Site_C,Yes,0,85,349,5250,0,5250
EQ4122,DumpTruck,775G,2020,CUST298,2025-03-26,2025-03-29,2025-03-29,Closed,25,5,308.9,12.36,101,55,Site_D,Yes,0,85,369,1269,0,1269
EQ4123,Crane,350C,2020,CUST283,2025-01-16,2025-01-25,2025-01-26,Overdue,56,19,657.82,11.75,0,0,Site_A,Yes,1,95,312,4275,100,4375
EQ4124,DumpTruck,775G,2019,CUST298,2025-01-24,2025-01-31,2025-01-31,Closed,70,15,911.31,13.02,238,203,Site_D,Yes,0,85,316,2975,0,2975
EQ4125,Excavator,320D2,2020,CUST004,2025-04-06,2025-04-13,2025-04-13,Closed,61,18,791.6,12.98,0,0,Site_C,Yes,0,98,353,2625,0,2625
EQ4126,Bulldozer,D6R2,2020,CUST429,2025-03-02,2025-03-06,2025-03-06,Closed,15,10,187.74,12.52,0,0,Site_B,No,0,96,320,2112,0,2112
EQ4127,Bulldozer,D8T,2019,CUST069,2025-04-07,2025-04-16,2025-04-16,Closed,44,13,539.58,12.26,0,0,Site_F,Yes,0,95,364,5076,0,5076
EQ4128,Loader,950GC,2021,CUST332,2025-02-05,2025-02-17,2025-02-17,Closed,94,27,1240.3,13.19,232,119,Site_D,No,0,92,344,7020,0,7020
EQ4129,Crane,350C,2018,CUST489,2025-04-13,2025-04-21,2025-04-21,Closed,60,14,740.52,12.34,0,0,Site_F,No,0,100,351,3152,0,3152
EQ4130,Crane,350C,2023,CUST102,2025-03-12,2025-03-16,2025-03-18,Overdue,12,2,140.73,11.73,0,0,Site_E,No,1,86,313,1488,200,1688
EQ4131,Excavator,336D2,2019,CUST419,2025-04-21,2025-04-28,2025-04-29,Overdue,36,5,436.87,12.14,0,0,Site_C,No,0,98,323,3276,100,3376
EQ4132,DumpTruck,777G,2022,CUST283,2025-03-03,2025-03-13,2025-03-14,Overdue,69,24,826.59,11.98,333,170,Site_E,Yes,0,97,305,4060,100,4160
EQ4133,Excavator,336D2,2020,CUST273,2025-02-20,2025-02-24,2025-02-24,Closed,25,2,295.37,11.81,0,0,Site_E,Yes,1,92,302,1660,0,1660
EQ4134,Crane,350C,2022,CUST004,2025-01-28,2025-02-10,2025-02-10,Closed,92,22,1079.44,11.73,0,0,Site_F,No,0,88,369,5980,0,5980
EQ4135,Excavator,336D2,2019,CUST092,2025-04-07,2025-04-13,2025-04-13,Closed,45,9,545.2,12.12,0,0,Site_E,Yes,0,96,342,3570,0,3570
